41 cartesian
  -0.5  -1.0  0.0 1.0
   1.000000000   0.000000000   0.000000000   1.0
   0.950000000   0.000000000   0.000000000   1.0
   0.900000000   0.000000000   0.000000000   1.0
   0.850000000   0.000000000   0.000000000   1.0
   0.800000000   0.000000000   0.000000000   1.0
   0.750000000   0.000000000   0.000000000   1.0
   0.700000000   0.000000000   0.000000000   1.0
   0.650000000   0.000000000   0.000000000   1.0
   0.600000000   0.000000000   0.000000000   1.0
   0.550000000   0.000000000   0.000000000   1.0
   0.500000000   0.000000000   0.000000000   1.0
   0.450000000   0.000000000   0.000000000   1.0
   0.400000000   0.000000000   0.000000000   1.0
   0.350000000   0.000000000   0.000000000   1.0
   0.300000000   0.000000000   0.000000000   1.0
   0.250000000   0.000000000   0.000000000   1.0
   0.200000000   0.000000000   0.000000000   1.0
   0.150000000   0.000000000   0.000000000   1.0
   0.100000000   0.000000000   0.000000000   1.0
   0.050000000   0.000000000   0.000000000   1.0
   0.000000000   0.000000000   0.000000000   1.0
  -0.025000000   0.025000000   0.025000000   1.0
  -0.050000000   0.050000000   0.050000000   1.0
  -0.075000000   0.075000000   0.075000000   1.0
  -0.100000000   0.100000000   0.100000000   1.0
  -0.125000000   0.125000000   0.125000000   1.0
  -0.150000000   0.150000000   0.150000000   1.0
  -0.175000000   0.175000000   0.175000000   1.0
  -0.200000000   0.200000000   0.200000000   1.0
  -0.225000000   0.225000000   0.225000000   1.0
  -0.250000000   0.250000000   0.250000000   1.0
  -0.275000000   0.275000000   0.275000000   1.0
  -0.300000000   0.300000000   0.300000000   1.0
  -0.325000000   0.325000000   0.325000000   1.0
  -0.350000000   0.350000000   0.350000000   1.0
  -0.375000000   0.375000000   0.375000000   1.0
  -0.400000000   0.400000000   0.400000000   1.0
  -0.425000000   0.425000000   0.425000000   1.0
  -0.450000000   0.450000000   0.450000000   1.0
  -0.475000000   0.475000000   0.475000000   1.0
  -0.500000000   0.500000000   0.500000000   1.0
